pickup_longitude,pickup_latitude,pickup_location_id
-73.97674560546875,40.765151977539055,0
-73.98348236083984,40.767925262451165,1
-73.78202056884764,40.64480972290039,2
-73.86341857910156,40.769813537597656,3
-73.97174072265625,40.79218292236328,4
-74.01719665527344,40.70538330078125,5
-73.99458312988281,40.72784805297852,6
-73.78877258300781,40.64775848388672,7
-73.95822143554686,40.76464080810546,8
-73.98577880859375,40.74119186401367,9
-73.9884262084961,40.76416015625,10
-73.96981811523438,40.79742813110352,11
-73.95380401611328,40.78812789916992,12
-73.97608947753906,40.75217056274414,13
-74.00206756591797,40.719120025634766,14
-74.00672912597656,40.730716705322266,15
-74.0066146850586,40.716621398925774,16
-73.98226928710938,40.7706184387207,17
-73.79238891601561,40.6450309753418,18
-73.9837875366211,40.73189163208008,19
-73.9994125366211,40.738563537597656,20
-73.86585998535155,40.77117919921875,21
-73.96642303466798,40.76165008544922,22
-73.9898681640625,40.757118225097656,23
-73.98406982421875,40.74290084838867,24
-74.00041961669923,40.72746276855469,25
-73.99080657958984,40.75765228271485,26
-73.9754867553711,40.78703308105469,27
-73.78941345214844,40.6470184326172,28
-73.9811248779297,40.737300872802734,29
-73.99230194091797,40.74971389770508,30
-74.00794219970702,40.70626831054688,31
-73.95465850830078,40.768909454345696,32
-73.96561431884764,40.790332794189446,33
-73.98728942871094,40.75569152832031,34
-73.9818344116211,40.75626373291016,35
-73.95122528076173,40.78277206420898,36
-73.98300933837889,40.75618362426758,37
-73.9886245727539,40.72168350219727,38
-73.99179077148438,40.749187469482415,39
-73.99591827392578,40.73867034912109,40
-73.95418548583984,40.76414108276367,41
-73.96170043945312,40.654949188232415,42
-73.98902130126953,40.71890640258789,43
-73.97113037109375,40.75152587890625,44
-73.98197174072266,40.761695861816406,45
-73.96903991699219,40.79098129272461,46
-73.99842834472656,40.740581512451165,47
-74.00578308105469,40.74040985107422,48
-73.9871368408203,40.720516204833984,49
-73.97879028320312,40.76246643066406,50
-73.98250579833984,40.75724411010742,51
-74.01290130615233,40.70807266235352,52
-73.96903991699219,40.7908935546875,53
-73.98222351074217,40.75860977172852,54
-74.00289916992188,40.74930953979492,55
-73.98590850830078,40.757598876953125,56
-73.99240112304686,40.75899887084961,57
-73.98390197753906,40.7681884765625,58
-73.99774932861328,40.75659942626953,59
-73.98654174804686,40.766788482666016,60
-73.98704528808595,40.755615234375,61
-73.99542999267578,40.72500228881836,62
-73.99212646484375,40.725372314453125,63
-73.7894287109375,40.6477165222168,64
-73.87077331542967,40.77368927001953,65
-73.9520492553711,40.71413040161133,66
-73.97259521484375,40.75608444213867,67
-74.00594329833984,40.740352630615234,68
-73.99005889892578,40.76193618774414,69
-73.97267150878906,40.75598907470703,70
-73.97994995117188,40.74975204467773,71
-73.98271942138672,40.74505615234375,72
-73.87252044677734,40.77450942993164,73
-73.9895782470703,40.7205810546875,74
-73.97259521484375,40.75928115844727,75
-74.0061264038086,40.742332458496094,76
-73.87443542480467,40.77402114868164,77
-73.96793365478516,40.766998291015625,78
-73.87453460693358,40.774112701416016,79
-73.94833374023438,40.778316497802734,80
-73.99053192138672,40.734989166259766,81
-73.98603820800781,40.723098754882805,82
-73.9805908203125,40.676284790039055,83
-74.01022338867188,40.721050262451165,84
-73.9827423095703,40.722930908203125,85
-73.9911117553711,40.72338104248047,86
-73.91590118408203,40.76673889160156,87
-74.00581359863281,40.717899322509766,88
-73.98741912841797,40.76068878173828,89
-73.98301696777342,40.74217987060546,90
-73.96698760986328,40.76136016845703,91
-73.98740386962889,40.721866607666016,92
-73.9783935546875,40.75227355957031,93
-73.97275543212889,40.7559051513672,94
-74.65130615234375,40.60926055908203,95
-73.98663330078125,40.741226196289055,96
-73.98587799072266,40.74684143066406,97
-73.97080993652342,40.751819610595696,98
-73.97491455078125,40.76174545288086,99
-73.97598266601561,40.760536193847656,100
-73.97419738769531,40.7509880065918,101
-73.95240783691406,40.81066131591797,102
-73.95482635498048,40.78363037109375,103
-73.9764175415039,40.78583908081056,104
-73.95626068115233,40.80332946777344,105
-73.9886016845703,40.75708770751953,106
-73.97509002685547,40.75059509277344,107
-73.9459457397461,40.79274368286133,108
-73.98848724365233,40.737354278564446,109
-73.9739990234375,40.74312210083008,110
-73.98757934570312,40.70003509521485,111
-73.9962158203125,40.75999069213867,112
-73.99883270263672,40.72496795654297,113
-73.97748565673827,40.7530403137207,114
-74.01016998291014,40.71933364868164,115
0.0,0.0,116
-73.98661041259764,40.76193618774414,117
-73.97314453125,40.76403045654297,118
-73.9939956665039,40.72010803222656,119
-73.98197937011719,40.763042449951165,120
-74.00792694091797,40.748172760009766,121
-73.97218322753906,40.79489135742188,122
-73.97393798828125,40.7535514831543,123
-73.97753143310547,40.75334167480469,124
-73.97672271728516,40.68385696411133,125
-73.9749984741211,40.757671356201165,126
-73.97740936279298,40.75219345092773,127
-74.00601196289062,40.74011993408203,128
-73.79316711425781,40.656829833984375,129
-73.9786376953125,40.76277923583984,130
-73.78993225097656,40.64365005493164,131
-73.97323608398438,40.759590148925774,132
-73.95195007324217,40.779609680175774,133
-73.97566986083984,40.75677108764648,134
-73.79023742675781,40.644039154052734,135
-73.98733520507811,40.73789978027344,136
-73.99696350097656,40.72977828979492,137
-73.99159240722656,40.72639465332031,138
-73.98856353759764,40.74924087524414,139
-73.98783874511719,40.74422073364258,140
-73.98805236816406,40.759647369384766,141
-73.98555755615233,40.74190521240234,142
-73.96387481689453,40.808197021484375,143
-73.97466278076173,40.75336837768555,144
-73.97673034667967,40.78847503662109,145
-73.9911880493164,40.72389602661133,146
-73.98664093017578,40.76170349121094,147
-73.78217315673827,40.64477157592773,148
-73.97136688232422,40.7578125,149
-73.98297882080078,40.7447395324707,150
-73.96846771240233,40.75896835327149,151
-73.97588348388672,40.76015853881836,152
-73.99207305908203,40.749942779541016,153
-73.96805572509764,40.759368896484375,154
-73.99978637695312,40.721900939941406,155
-73.93865966796875,40.845458984375,156
-73.9625473022461,40.7700080871582,157
-73.97431182861328,40.76211166381836,158
-73.87437438964845,40.773792266845696,159
-73.94454956054686,40.79460525512695,160
-73.99138641357422,40.735061645507805,161
-73.99156951904298,40.71707534790039,162
-73.98426818847656,40.73038864135742,163
-73.96935272216798,40.75825119018555,164
-73.97924041748048,40.75323867797852,165
-73.98872375488281,40.72288131713867,166
-73.99185943603516,40.749000549316406,167
-73.98748016357422,40.755569458007805,168
-74.00754547119139,40.748321533203125,169
-73.77679443359375,40.64554977416992,170
-73.97843933105469,40.76298141479492,171
-73.98702239990233,40.75537490844727,172
-73.98818969726561,40.74898910522461,173
-73.98011779785155,40.7224006652832,174
-73.9984130859375,40.73535919189453,175
-74.01515960693358,40.7165412902832,176
-73.91806793212889,40.765419006347656,177
-73.99602508544923,40.75871658325195,178
-73.9866485595703,40.75933837890625,179
-73.95274353027344,40.783485412597656,180
-73.95843505859375,40.778316497802734,181
-73.99033355712889,40.756107330322266,182
-73.98806762695312,40.72818374633789,183
-73.94994354248048,40.77195358276367,184
-73.94476318359375,40.780311584472656,185
-73.96199798583984,40.80044174194336,186
-73.9822998046875,40.74002456665039,187
-74.01773071289062,40.70938873291016,188
-73.9766845703125,40.75152206420898,189
-73.9874267578125,40.77595901489258,190
-73.97806549072266,40.75496673583984,191
-74.0042495727539,40.74686813354492,192
-73.98580169677734,40.72288513183594,193
-73.99581146240233,40.73315048217773,194
-73.98554229736328,40.769241333007805,195
-73.9973907470703,40.74166870117188,196
-73.98133850097656,40.78073120117188,197
-73.9527816772461,40.803340911865234,198
-73.9988021850586,40.73992156982422,199
-73.99138641357422,40.749210357666016,200
-73.98137664794923,40.752811431884766,201
-73.95368957519531,40.78805160522461,202
-73.98345947265625,40.76500701904297,203
-74.0062484741211,40.73366165161133,204
-73.91226959228516,40.74596786499024,205
-74.0046615600586,40.74877166748047,206
-73.98287200927734,40.73890686035156,207
-73.97502136230467,40.78274917602539,208
-73.98881530761719,40.73104095458984,209
-73.95759582519531,40.774051666259766,210
-73.9492645263672,40.823066711425774,211
-73.97936248779298,40.743839263916016,212
-73.97126007080078,40.79787826538086,213
-73.99180603027342,40.72942352294922,214
-73.99093627929686,40.75048828125,215
-73.96304321289062,40.75697708129882,216
-74.00637817382812,40.70582962036133,217
-73.78924560546875,40.64341735839844,218
-73.97659301757811,40.74388122558594,219
-73.9794921875,40.77145004272461,220
-73.97985076904298,40.776180267333984,221
-73.99677276611328,40.7373161315918,222
-73.95301818847656,40.76689910888672,223
-73.97376251220702,40.755176544189446,224
-73.93955993652342,40.80514907836913,225
-73.86629486083984,40.771183013916016,226
-74.0066909790039,40.7312889099121,227
-73.96524810791014,40.75933074951172,228
-73.97894287109375,40.740631103515625,229
-73.9768829345703,40.755908966064446,230
-73.78180694580078,40.64484786987305,231
-73.98577117919923,40.746768951416016,232
-74.0045166015625,40.73793029785156,233
-73.96192932128906,40.755619049072266,234
-73.94300079345702,40.81669235229492,235
-73.99365997314453,40.75187301635742,236
-73.96914672851561,40.75398635864258,237
-73.8434066772461,40.721412658691406,238
-73.9912109375,40.75542831420898,239
-73.97464752197266,40.76503372192384,240
-73.98673248291014,40.75126647949219,241
-73.97418975830078,40.64440536499024,242
-73.98481750488281,40.769561767578125,243
-73.99247741699219,40.72434616088867,244
-73.95551300048828,40.7676010131836,245
-73.99114990234375,40.75558853149414,246
-73.99601745605469,40.7263069152832,247
-73.98974609375,40.73579788208008,248
-73.99889373779298,40.744731903076165,249
-73.9902114868164,40.68706512451172,250
-73.98023986816406,40.73904037475586,251
-73.97955322265625,40.77603149414063,252
-73.98087310791014,40.78459930419922,253
-73.9761962890625,40.744659423828125,254
-73.97737884521484,40.75585174560546,255
-74.0078582763672,40.71548080444336,256
-73.95033264160156,40.7415885925293,257
-73.98091125488281,40.7817611694336,258
-73.97394561767578,40.79216384887695,259
-73.97785186767578,40.76098251342773,260
-73.99388885498048,40.75157928466797,261
-73.97124481201173,40.79698181152344,262
